117-66_Parent_Identify	2	Picture	HP,8	10160	0	1
117-66_Parent_Identify	4	Picture	NJ,64	29480	0	1
117-66_Parent_Identify	6	Picture	UK,32	49133	0	1
117-66_Parent_Identify	8	Picture	HH,8	67287	0	1
117-66_Parent_Identify	10	Picture	CX,16	85608	0	1
117-66_Parent_Identify	12	Picture	NI,64	104595	0	1
117-66_Parent_Identify	14	Picture	HG,8	123415	0	1
117-66_Parent_Identify	16	Picture	HD,8	141902	0	1
117-66_Parent_Identify	18	Picture	CP,16	160056	0	1
117-66_Parent_Identify	20	Picture	NL,64	180043	0	1
117-66_Parent_Identify	22	Picture	NM,64	198030	0	1
117-66_Parent_Identify	24	Picture	HJ,8	216851	0	1
117-66_Parent_Identify	26	Picture	UF,32	235504	0	1
117-66_Parent_Identify	28	Picture	UT,32	254824	0	1
117-66_Parent_Identify	30	Picture	CL,16	272812	0	1
117-66_Parent_Identify	32	Picture	HX,8	290800	0	1
117-66_Parent_Identify	34	Picture	UD,32	309953	0	1
117-66_Parent_Identify	36	Picture	NS,64	329106	0	1
117-66_Parent_Identify	38	Picture	HT,8	349426	0	1
117-66_Parent_Identify	40	Picture	CD,16	368080	0	1
117-66_Parent_Identify	42	Picture	HR,8	386400	0	1
117-66_Parent_Identify	44	Picture	CN,16	405054	0	1
117-66_Parent_Identify	46	Picture	HV,8	423208	0	1
117-66_Parent_Identify	48	Picture	UW,32	441529	0	1
117-66_Parent_Identify	50	Picture	NQ,64	460016	0	1
117-66_Parent_Identify	52	Picture	NN,64	478170	0	1
117-66_Parent_Identify	54	Picture	HW,8	496491	0	1
117-66_Parent_Identify	56	Picture	CW,16	516644	0	1
117-66_Parent_Identify	58	Picture	CE,16	536464	0	1
117-66_Parent_Identify	60	Picture	HC,8	554951	0	1
117-66_Parent_Identify	62	Picture	UA,32	575270	0	1
117-66_Parent_Identify	64	Picture	CH,16	594257	0	1
117-66_Parent_Identify	66	Picture	CO,16	614576	0	1
117-66_Parent_Identify	68	Picture	CK,16	633896	0	1
117-66_Parent_Identify	70	Picture	UN,32	653716	0	1
117-66_Parent_Identify	72	Picture	NH,64	673536	0	1
117-66_Parent_Identify	74	Picture	UL,32	692523	0	1
117-66_Parent_Identify	76	Picture	UV,32	712009	0	1
117-66_Parent_Identify	78	Picture	NV,64	731496	0	1
117-66_Parent_Identify	80	Picture	UB,32	750150	0	1
117-66_Parent_Identify	82	Picture	HA,8	770469	0	1
117-66_Parent_Identify	84	Picture	UH,32	789789	0	1
117-66_Parent_Identify	86	Picture	UU,32	808276	0	1
117-66_Parent_Identify	88	Picture	CM,16	828096	0	1
117-66_Parent_Identify	90	Picture	NR,64	848582	0	1
117-66_Parent_Identify	92	Picture	HM,8	868401	0	1
117-66_Parent_Identify	94	Picture	HN,8	887555	0	1
117-66_Parent_Identify	96	Picture	HK,8	906708	0	1
117-66_Parent_Identify	98	Picture	CS,16	926528	0	1
117-66_Parent_Identify	100	Picture	UP,32	946847	0	1
117-66_Parent_Identify	102	Picture	CJ,16	965668	0	1
117-66_Parent_Identify	104	Picture	CG,16	985154	0	1
117-66_Parent_Identify	106	Picture	UC,32	1003309	0	1
117-66_Parent_Identify	108	Picture	UI,32	1022462	0	1
117-66_Parent_Identify	110	Picture	CR,16	1040450	0	1
117-66_Parent_Identify	112	Picture	CV,16	1060269	0	1
117-66_Parent_Identify	114	Picture	NC,64	1080589	0	1
