34 identify	2	Picture	HP,8	10160	0	1
34 identify	4	Picture	NJ,64	28647	0	1
34 identify	6	Picture	UK,32	48966	0	1
34 identify	8	Picture	HH,8	67453	0	1
34 identify	10	Picture	CX,16	86107	0	1
34 identify	12	Picture	NI,64	104261	0	1
34 identify	14	Picture	HG,8	123414	0	1
34 identify	16	Picture	HD,8	143900	0	1
34 identify	18	Picture	CP,16	162387	0	1
34 identify	20	Picture	NL,64	181374	0	1
34 identify	22	Picture	NM,64	201694	0	1
34 identify	24	Picture	HJ,8	220014	0	1
34 identify	26	Picture	UF,32	239168	0	1
34 identify	28	Picture	UT,32	258987	0	1
34 identify	30	Picture	CL,16	277974	0	1
34 identify	32	Picture	HX,8	297794	0	1
34 identify	34	Picture	UD,32	316947	0	1
34 identify	36	Picture	NS,64	335434	0	1
34 identify	38	Picture	HT,8	355254	0	1
34 identify	40	Picture	CD,16	373741	0	1
34 identify	42	Picture	HR,8	392561	0	1
34 identify	44	Picture	CN,16	410549	0	1
34 identify	46	Picture	HV,8	429869	0	1
34 identify	48	Picture	UW,32	448689	0	1
34 identify	50	Picture	NQ,64	468675	0	1
34 identify	52	Picture	NN,64	487496	0	1
34 identify	54	Picture	HW,8	506149	0	1
34 identify	56	Picture	CW,16	524803	0	1
34 identify	58	Picture	CE,16	543790	0	1
34 identify	60	Picture	HC,8	564109	0	1
34 identify	62	Picture	UA,32	582763	0	1
34 identify	64	Picture	CH,16	600917	0	1
34 identify	66	Picture	CO,16	619571	0	1
34 identify	68	Picture	CK,16	638558	0	1
34 identify	70	Picture	UN,32	657711	0	1
34 identify	72	Picture	NH,64	677531	0	1
34 identify	74	Picture	UL,32	697850	0	1
34 identify	76	Picture	UV,32	718002	0	1
34 identify	78	Picture	NV,64	735990	0	1
34 identify	80	Picture	UB,32	756143	0	1
34 identify	82	Picture	HA,8	774630	0	1
34 identify	84	Picture	UH,32	794616	0	1
34 identify	86	Picture	UU,32	813603	0	1
34 identify	88	Picture	CM,16	832923	0	1
34 identify	90	Picture	NR,64	852576	0	1
34 identify	92	Picture	HM,8	871230	0	1
34 identify	94	Picture	HN,8	891382	0	1
34 identify	96	Picture	HK,8	911535	0	1
34 identify	98	Picture	CS,16	931521	0	1
34 identify	100	Picture	UP,32	949675	0	1
34 identify	102	Picture	CJ,16	969495	0	1
34 identify	104	Picture	CG,16	988315	0	1
34 identify	106	Picture	UC,32	1008135	0	1
34 identify	108	Picture	UI,32	1026622	0	1
34 identify	110	Picture	CR,16	1047108	0	1
34 identify	112	Picture	CV,16	1065095	0	1
34 identify	114	Picture	NC,64	1083249	0	1
34 identify	116	Picture	HB,8	1101737	0	1
34 identify	118	Picture	US,32	1119891	0	1
34 identify	120	Picture	HI,8	1138711	0	1
34 identify	122	Picture	CB,16	1157864	0	1
34 identify	124	Picture	UE,32	1176185	0	1
34 identify	126	Picture	CC,16	1195505	0	1
34 identify	128	Picture	NP,64	1214325	0	1
34 identify	130	Picture	HO,8	1232646	0	1
34 identify	132	Picture	NO,64	1252466	0	1
34 identify	134	Picture	CT,16	1271119	0	1
34 identify	136	Picture	UR,32	1290439	0	1
34 identify	138	Picture	NT,64	1308593	0	1
34 identify	140	Picture	UJ,32	1327580	0	1
34 identify	142	Picture	UM,32	1346400	0	1
34 identify	144	Picture	CA,16	1366553	0	1
34 identify	146	Picture	ND,64	1386872	0	1
34 identify	148	Picture	UQ,32	1407192	0	1
34 identify	150	Picture	NB,64	1425346	0	1
34 identify	152	Picture	UG,32	1443500	0	1
34 identify	154	Picture	HQ,8	1462487	0	1
34 identify	156	Picture	NU,64	1482806	0	1
34 identify	158	Picture	CF,16	1501793	0	1
34 identify	160	Picture	NF,64	1520447	0	1
34 identify	162	Picture	NE,64	1539267	0	1
34 identify	164	Picture	HU,8	1558753	0	1
34 identify	166	Picture	NG,64	1577074	0	1
34 identify	168	Picture	NW,64	1595728	0	1
34 identify	170	Picture	CU,16	1615880	0	1
34 identify	172	Picture	NA,64	1634201	0	1
34 identify	174	Picture	NX,64	1654354	0	1
34 identify	176	Picture	CI,16	1674673	0	1
34 identify	178	Picture	UX,64	1694326	0	1
34 identify	180	Picture	HF,8	1713646	0	1
34 identify	182	Picture	HS,8	1731967	0	1
34 identify	184	Picture	HE,8	1749954	0	1
34 identify	186	Picture	UO,32	1769441	0	1
34 identify	188	Picture	HL,8	1788927	0	1
34 identify	190	Picture	CQ,16	1808247	0	1
34 identify	192	Picture	NK,64	1828400	0	1
34 identify	194	Picture	HP,8	1848386	0	1
34 identify	196	Picture	NJ,64	1867539	0	1
34 identify	198	Picture	UK,32	1886027	0	1
34 identify	200	Picture	HH,8	1906013	0	1
34 identify	202	Picture	CX,16	1924333	0	1
34 identify	204	Picture	NI,64	1943820	0	1
34 identify	206	Picture	HG,8	1962807	0	1
34 identify	208	Picture	HD,8	1981460	0	1
34 identify	210	Picture	CP,16	1999781	0	1
34 identify	212	Picture	NL,64	2017769	0	1
34 identify	214	Picture	NM,64	2036256	0	1
34 identify	216	Picture	HJ,8	2056409	0	1
34 identify	218	Picture	UF,32	2075229	0	1
34 identify	220	Picture	UT,32	2095548	0	1
34 identify	222	Picture	CL,16	2113702	0	1
34 identify	224	Picture	HX,8	2133355	0	1
34 identify	226	Picture	UD,32	2152842	0	1
34 identify	228	Picture	NS,64	2172994	0	1
34 identify	230	Picture	HT,8	2191315	0	1
34 identify	232	Picture	CD,16	2209969	0	1
34 identify	234	Picture	HR,8	2229955	0	1
34 identify	236	Picture	CN,16	2249775	0	1
34 identify	238	Picture	HV,8	2268595	0	1
34 identify	240	Picture	UW,32	2288248	0	1
34 identify	242	Picture	NQ,64	2306402	0	1
34 identify	244	Picture	NN,64	2325889	0	1
34 identify	246	Picture	HW,8	2344542	0	1
34 identify	248	Picture	CW,16	2363696	0	1
34 identify	250	Picture	CE,16	2384181	0	1
34 identify	252	Picture	HC,8	2403501	0	1
34 identify	254	Picture	UA,32	2422655	0	1
34 identify	256	Picture	CH,16	2442308	0	1
34 identify	258	Picture	CO,16	2461794	0	1
34 identify	260	Picture	CK,16	2479948	0	1
34 identify	262	Picture	UN,32	2499935	0	1
34 identify	264	Picture	NH,64	2518089	0	1
34 identify	266	Picture	UL,32	2537908	0	1
34 identify	268	Picture	UV,32	2556562	0	1
34 identify	270	Picture	NV,64	2574550	0	1
34 identify	272	Picture	UB,32	2593536	0	1
34 identify	274	Picture	HA,8	2611691	0	1
34 identify	276	Picture	UH,32	2630844	0	1
34 identify	278	Picture	UU,32	2650997	0	1
34 identify	280	Picture	CM,16	2670317	0	1
34 identify	282	Picture	NR,64	2689470	0	1
34 identify	284	Picture	HM,8	2708623	0	1
34 identify	286	Picture	HN,8	2728776	0	1
34 identify	288	Picture	HK,8	2747763	0	1
34 identify	290	Picture	CS,16	2767916	0	1
34 identify	292	Picture	UP,32	2788235	0	1
34 identify	294	Picture	CJ,16	2808554	0	1
34 identify	296	Picture	CG,16	2827874	0	1
34 identify	298	Picture	UC,32	2846195	0	1
34 identify	300	Picture	UI,32	2866181	0	1
34 identify	302	Picture	CR,16	2886500	0	1
34 identify	304	Picture	CV,16	2905487	0	1
34 identify	306	Picture	NC,64	2924973	0	1
34 identify	308	Picture	HB,8	2943461	0	1
34 identify	310	Picture	US,32	2961448	0	1
34 identify	312	Picture	HI,8	2981101	0	1
34 identify	314	Picture	CB,16	2999588	0	1
34 identify	316	Picture	UE,32	3018076	0	1
34 identify	318	Picture	CC,16	3037396	0	1
34 identify	320	Picture	NP,64	3055883	0	1
34 identify	322	Picture	HO,8	3075869	0	1
34 identify	324	Picture	NO,64	3096022	0	1
34 identify	326	Picture	CT,16	3115342	0	1
34 identify	328	Picture	UR,32	3134995	0	1
34 identify	330	Picture	NT,64	3155147	0	1
34 identify	332	Picture	UJ,32	3174634	0	1
34 identify	334	Picture	UM,32	3194953	0	1
34 identify	336	Picture	CA,16	3213773	0	1
34 identify	338	Picture	ND,64	3233593	0	1
34 identify	340	Picture	UQ,32	3251747	0	1
34 identify	342	Picture	NB,64	3270068	0	1
34 identify	344	Picture	UG,32	3289554	0	1
34 identify	346	Picture	HQ,8	3309041	0	1
34 identify	348	Picture	NU,64	3329360	0	1
34 identify	350	Picture	CF,16	3349846	0	1
34 identify	352	Picture	NF,64	3369499	0	1
34 identify	354	Picture	NE,64	3388652	0	1
34 identify	356	Picture	HU,8	3406973	0	1
34 identify	358	Picture	NG,64	3425460	0	1
34 identify	360	Picture	NW,64	3443947	0	1
34 identify	362	Picture	CU,16	3462601	0	1
34 identify	364	Picture	NA,64	3481088	0	1
34 identify	366	Picture	NX,64	3500741	0	1
34 identify	368	Picture	CI,16	3519228	0	1
34 identify	370	Picture	UX,64	3538049	0	1
34 identify	372	Picture	HF,8	3556702	0	1
34 identify	374	Picture	HS,8	3576022	0	1
34 identify	376	Picture	HE,8	3596175	0	1
34 identify	378	Picture	UO,32	3614662	0	1
34 identify	380	Picture	HL,8	3633649	0	1
34 identify	382	Picture	CQ,16	3651970	0	1
34 identify	384	Picture	NK,64	3670957	0	1
34 identify	386	Picture	HP,8	3690443	0	1
34 identify	388	Picture	NJ,64	3709597	0	1
34 identify	390	Picture	UK,32	3729916	0	1
34 identify	392	Picture	HH,8	3750402	0	1
34 identify	394	Picture	CX,16	3768389	0	1
34 identify	396	Picture	NI,64	3788042	0	1
34 identify	398	Picture	HG,8	3808195	0	1
34 identify	400	Picture	HD,8	3828348	0	1
34 identify	402	Picture	CP,16	3847001	0	1
34 identify	404	Picture	NL,64	3866488	0	1
34 identify	406	Picture	NM,64	3886307	0	1
34 identify	408	Picture	HJ,8	3904961	0	1
34 identify	410	Picture	UF,32	3922949	0	1
34 identify	412	Picture	UT,32	3942269	0	1
34 identify	414	Picture	CL,16	3960922	0	1
34 identify	416	Picture	HX,8	3979410	0	1
34 identify	418	Picture	UD,32	3998063	0	1
34 identify	420	Picture	NS,64	4016384	0	1
34 identify	422	Picture	HT,8	4034705	0	1
34 identify	424	Picture	CD,16	4052692	0	1
34 identify	426	Picture	HR,8	4072345	0	1
34 identify	428	Picture	CN,16	4091499	0	1
34 identify	430	Picture	HV,8	4111318	0	1
34 identify	432	Picture	UW,32	4131138	0	1
34 identify	434	Picture	NQ,64	4150291	0	1
34 identify	436	Picture	NN,64	4168945	0	1
34 identify	438	Picture	HW,8	4188098	0	1
34 identify	440	Picture	CW,16	4208251	0	1
34 identify	442	Picture	CE,16	4227238	0	1
34 identify	444	Picture	HC,8	4245559	0	1
34 identify	446	Picture	UA,32	4265545	0	1
34 identify	448	Picture	CH,16	4284865	0	1
34 identify	450	Picture	CO,16	4304185	0	1
34 identify	452	Picture	CK,16	4323838	0	1
34 identify	454	Picture	UN,32	4344157	0	1
34 identify	456	Picture	NH,64	4363310	0	1
34 identify	458	Picture	UL,32	4383463	0	1
34 identify	460	Picture	UV,32	4403782	0	1
34 identify	462	Picture	NV,64	4424102	0	1
34 identify	464	Picture	UB,32	4443921	0	1
34 identify	466	Picture	HA,8	4462408	0	1
34 identify	468	Picture	UH,32	4481728	0	1
34 identify	470	Picture	UU,32	4502048	0	1
34 identify	472	Picture	CM,16	4521534	0	1
34 identify	474	Picture	NR,64	4540354	0	1
34 identify	476	Picture	HM,8	4559508	0	1
34 identify	478	Picture	HN,8	4578994	0	1
34 identify	480	Picture	HK,8	4598481	0	1
34 identify	482	Picture	CS,16	4617801	0	1
34 identify	484	Picture	UP,32	4635955	0	1
34 identify	486	Picture	CJ,16	4655774	0	1
