255-44_Parent_Identify	2	Response	18	17600	7441	1
255-44_Parent_Identify	4	Response	20	40320	11007	1
255-44_Parent_Identify	6	Response	20	55760	8459	1
255-44_Parent_Identify	8	Response	18	77759	10639	1
255-44_Parent_Identify	10	Response	24	97839	12232	1
255-44_Parent_Identify	13	Response	20	121118	1701	1
255-44_Parent_Identify	14	Response	18	130320	6905	1
255-44_Parent_Identify	16	Response	18	152958	9391	1
255-44_Parent_Identify	18	Response	24	175918	13531	1
255-44_Parent_Identify	20	Response	20	192883	12009	1
255-44_Parent_Identify	22	Response	20	209517	9822	1
255-44_Parent_Identify	24	Response	18	229277	9929	1
255-44_Parent_Identify	26	Response	22	246317	8981	1
255-44_Parent_Identify	28	Response	20	266477	10820	1
255-44_Parent_Identify	30	Response	24	284636	9327	1
255-44_Parent_Identify	32	Response	24	306556	11594	1
255-44_Parent_Identify	36	Response	22	332235	299	1
255-44_Parent_Identify	36	Response	20	345835	13899	1
255-44_Parent_Identify	38	Response	18	357115	6691	1
255-44_Parent_Identify	41	Response	24	385834	1767	1
255-44_Parent_Identify	42	Response	18	402074	13011	1
255-44_Parent_Identify	44	Response	24	418233	10682	1
255-44_Parent_Identify	46	Response	18	440874	14503	1
255-44_Parent_Identify	48	Response	22	457913	13554	1
255-44_Parent_Identify	50	Response	20	473673	8995	1
255-44_Parent_Identify	52	Response	20	495912	12247	1
255-44_Parent_Identify	54	Response	18	510792	7475	1
255-44_Parent_Identify	56	Response	22	533592	11620	1
255-44_Parent_Identify	58	Response	22	550231	9439	1
255-44_Parent_Identify	60	Response	20	568152	9039	1
255-44_Parent_Identify	62	Response	20	584951	6685	1
255-44_Parent_Identify	65	Response	22	614550	1475	1
255-44_Parent_Identify	66	Response	24	631510	14771	1
255-44_Parent_Identify	68	Response	24	643270	8210	1
255-44_Parent_Identify	70	Response	24	663189	8643	1
255-44_Parent_Identify	72	Response	22	683030	8164	1
255-44_Parent_Identify	74	Response	20	704549	11030	1
255-44_Parent_Identify	76	Response	20	724309	10636	1
255-44_Parent_Identify	78	Response	20	744708	12882	1
255-44_Parent_Identify	80	Response	20	763427	13447	1
255-44_Parent_Identify	82	Response	18	780228	10761	1
255-44_Parent_Identify	84	Response	22	803588	13802	1
255-44_Parent_Identify	86	Response	22	817107	7002	1
255-44_Parent_Identify	88	Response	22	838867	9775	1
255-44_Parent_Identify	90	Response	22	859747	11668	1
255-44_Parent_Identify	92	Response	18	877826	9761	1
255-44_Parent_Identify	94	Response	20	896626	10407	1
255-44_Parent_Identify	96	Response	18	914306	8100	1
255-44_Parent_Identify	98	Response	24	938305	12447	1
255-44_Parent_Identify	100	Response	22	954305	8794	1
255-44_Parent_Identify	102	Response	20	971905	7739	1
255-44_Parent_Identify	104	Response	24	993664	9012	1
255-44_Parent_Identify	106	Response	24	1011824	8686	1
255-44_Parent_Identify	108	Response	22	1031023	8232	1
255-44_Parent_Identify	110	Response	24	1049583	8471	1
255-44_Parent_Identify	112	Response	24	1069103	9005	1
255-44_Parent_Identify	114	Response	24	1087823	8404	1
255-44_Parent_Identify	116	Response	18	1105663	7257	1
255-44_Parent_Identify	119	Response	24	1132302	86	1
255-44_Parent_Identify	120	Response	18	1143661	7948	1
255-44_Parent_Identify	122	Response	24	1163182	8149	1
255-44_Parent_Identify	124	Response	22	1181021	7834	1
255-44_Parent_Identify	126	Response	24	1201181	8341	1
255-44_Parent_Identify	128	Response	20	1220861	8034	1
255-44_Parent_Identify	130	Response	18	1240381	7402	1
255-44_Parent_Identify	132	Response	20	1261900	10100	1
255-44_Parent_Identify	134	Response	24	1279739	8620	1
255-44_Parent_Identify	136	Response	20	1301419	12312	1
255-44_Parent_Identify	139	Response	18	1325019	1103	1
255-44_Parent_Identify	140	Response	22	1339738	12991	1
255-44_Parent_Identify	142	Response	22	1353740	8505	1
255-44_Parent_Identify	144	Response	22	1371018	7130	1
255-44_Parent_Identify	146	Response	20	1391658	8116	1
255-44_Parent_Identify	148	Response	22	1409178	6483	1
255-44_Parent_Identify	150	Response	20	1435577	13396	1
255-44_Parent_Identify	152	Response	20	1451497	10329	1
255-44_Parent_Identify	154	Response	20	1467817	6662	1
255-44_Parent_Identify	156	Response	20	1490616	9309	1
255-44_Parent_Identify	158	Response	24	1511336	11541	1
255-44_Parent_Identify	160	Response	20	1528616	9002	1
255-44_Parent_Identify	162	Response	20	1547175	7242	1
255-44_Parent_Identify	164	Response	18	1563575	4822	1
255-44_Parent_Identify	166	Response	20	1586534	7961	1
255-44_Parent_Identify	168	Response	20	1604054	7327	1
255-44_Parent_Identify	170	Response	22	1627174	11960	1
255-44_Parent_Identify	172	Response	18	1648614	13413	1
255-44_Parent_Identify	174	Response	20	1665894	11040	1
255-44_Parent_Identify	176	Response	24	1683973	11132	1
255-44_Parent_Identify	178	Response	24	1698613	7451	1
255-44_Parent_Identify	180	Response	18	1718692	9543	1
255-44_Parent_Identify	182	Response	18	1735012	6876	1
255-44_Parent_Identify	184	Response	18	1754052	7095	1
255-44_Parent_Identify	186	Response	20	1773651	7541	1
255-44_Parent_Identify	188	Response	18	1795731	11134	1
255-44_Parent_Identify	190	Response	24	1811730	7480	1
255-44_Parent_Identify	192	Response	20	1835970	11401	1
255-44_Parent_Identify	194	Response	18	1856770	12881	1
255-44_Parent_Identify	196	Response	20	1870530	7987	1
255-44_Parent_Identify	198	Response	20	1890051	7688	1
255-44_Parent_Identify	200	Response	18	1912130	9448	1
255-44_Parent_Identify	203	Response	24	1939809	2151	1
255-44_Parent_Identify	205	Response	20	1958128	318	1
255-44_Parent_Identify	206	Response	18	1970848	9873	1
255-44_Parent_Identify	208	Response	18	1989648	9520	1
255-44_Parent_Identify	210	Response	24	2008207	9259	1
255-44_Parent_Identify	212	Response	20	2033007	14905	1
255-44_Parent_Identify	214	Response	20	2045247	8658	1
255-44_Parent_Identify	216	Response	18	2066606	10364	1
255-44_Parent_Identify	218	Response	22	2086767	11038	1
255-44_Parent_Identify	220	Response	20	2104287	10571	1
255-44_Parent_Identify	222	Response	24	2123246	10876	1
255-44_Parent_Identify	224	Response	18	2138925	7568	1
255-44_Parent_Identify	226	Response	22	2165485	14475	1
255-44_Parent_Identify	228	Response	18	2179645	9981	1
255-44_Parent_Identify	230	Response	18	2194844	7027	1
255-44_Parent_Identify	232	Response	24	2215564	9093	1
255-44_Parent_Identify	234	Response	18	2235644	11019	1
255-44_Parent_Identify	236	Response	24	2253243	8465	1
255-44_Parent_Identify	239	Response	18	2280203	616	1
255-44_Parent_Identify	240	Response	22	2296363	12778	1
255-44_Parent_Identify	242	Response	20	2311962	8391	1
255-44_Parent_Identify	244	Response	20	2335961	14070	1
255-44_Parent_Identify	246	Response	18	2348762	7550	1
255-44_Parent_Identify	248	Response	22	2369402	9370	1
255-44_Parent_Identify	250	Response	24	2389481	9797	1
255-44_Parent_Identify	252	Response	18	2406041	6870	1
255-44_Parent_Identify	254	Response	22	2428121	9963	1
255-44_Parent_Identify	256	Response	22	2448281	10636	1
255-44_Parent_Identify	258	Response	24	2464440	8142	1
255-44_Parent_Identify	260	Response	24	2484360	8408	1
255-44_Parent_Identify	262	Response	24	2504519	8249	1
255-44_Parent_Identify	264	Response	22	2523879	9121	1
255-44_Parent_Identify	266	Response	24	2541079	8167	1
255-44_Parent_Identify	268	Response	24	2560038	8806	1
255-44_Parent_Identify	270	Response	20	2580278	10558	1
255-44_Parent_Identify	272	Response	20	2599958	10419	1
255-44_Parent_Identify	274	Response	18	2615077	5885	1
255-44_Parent_Identify	276	Response	22	2639557	10712	1
255-44_Parent_Identify	278	Response	22	2655237	6739	1
255-44_Parent_Identify	280	Response	24	2675396	8244	1
255-44_Parent_Identify	282	Response	22	2696596	9458	1
255-44_Parent_Identify	284	Response	22	2716436	8979	1
255-44_Parent_Identify	286	Response	20	2736996	11051	1
255-44_Parent_Identify	288	Response	18	2755796	11197	1
255-44_Parent_Identify	291	Response	22	2781795	1721	1
255-44_Parent_Identify	292	Response	22	2792595	9190	1
255-44_Parent_Identify	294	Response	22	2809715	6657	1
255-44_Parent_Identify	296	Response	24	2826834	3956	1
255-44_Parent_Identify	298	Response	24	2848913	6383	1
255-44_Parent_Identify	300	Response	22	2870594	8244	1
255-44_Parent_Identify	302	Response	22	2890034	7365	1
255-44_Parent_Identify	304	Response	24	2909073	6917	1
255-44_Parent_Identify	306	Response	20	2928832	6524	1
255-44_Parent_Identify	308	Response	18	2948992	7697	1
255-44_Parent_Identify	310	Response	22	2970992	9544	1
255-44_Parent_Identify	312	Response	18	2989872	8937	1
255-44_Parent_Identify	314	Response	24	3007631	6876	1
255-44_Parent_Identify	316	Response	22	3027231	7157	1
255-44_Parent_Identify	318	Response	24	3044511	6282	1
255-44_Parent_Identify	321	Response	20	3074750	1713	1
255-44_Parent_Identify	322	Response	20	3085470	9101	1
255-44_Parent_Identify	324	Response	20	3101309	6620	1
255-44_Parent_Identify	327	Response	24	3130269	604	1
255-44_Parent_Identify	329	Response	22	3150189	205	1
255-44_Parent_Identify	330	Response	20	3167309	12328	1
255-44_Parent_Identify	332	Response	22	3183868	10900	1
255-44_Parent_Identify	334	Response	22	3200908	8953	1
255-44_Parent_Identify	336	Response	22	3217148	6705	1
255-44_Parent_Identify	338	Response	20	3236507	7744	1
255-44_Parent_Identify	340	Response	20	3258667	11583	1
255-44_Parent_Identify	342	Response	20	3279547	13643	1
255-44_Parent_Identify	344	Response	20	3294267	9209	1
255-44_Parent_Identify	346	Response	18	3310986	7109	1
255-44_Parent_Identify	348	Response	20	3330826	6796	1
255-44_Parent_Identify	350	Response	24	3354666	12648	1
